"pa","mpc1","mpc2","mpc3"
14011,1658455.02903485,1658455.02903485,1658455.02903485
14021,1660230.86685587,1660230.86685587,1660230.86685587
14031,1662007.33806774,1662007.33806774,1662007.33806774
14041,1663784.44244469,1663784.44244469,1663784.44244469
14051,1665562.17976124,1665562.17976124,1665562.17976124
14061,1667340.54979209,1667340.54979209,1667340.54979209
14071,1669119.55231224,1669119.55231224,1669119.55231224
14081,1670899.18709688,1670899.18709688,1670899.18709688
14091,1672679.45392146,1672679.45392146,1672679.45392146
14101,1674460.35256168,1674460.35256168,1674460.35256168
14111,1676241.88279347,1676241.88279347,1676241.88279347
14121,1678024.04439299,1678024.04439299,1678024.04439299
14131,1679806.83713664,1679806.83713664,1679806.83713664
14141,1681590.26080107,1681590.26080107,1681590.26080107
14151,1683374.31516315,1683374.31516315,1683374.31516315
14161,1685159,1685159,1685159
14171,1686944.31508897,1686944.31508897,1686944.31508897
14181,1688730.26020765,1688730.26020765,1688730.26020765
14191,1690516.83513386,1690516.83513386,1690516.83513386
14201,1692304.03964565,1692304.03964565,1692304.03964565
14211,1694091.87352133,1694091.87352133,1694091.87352133
14221,1695880.3365394,1695880.3365394,1695880.3365394
14231,1697669.42847864,1697669.42847864,1697669.42847864
14241,1699459.14911804,1699459.14911804,1699459.14911804
14251,1701249.49823681,1701249.49823681,1701249.49823681
14261,1703040.47561442,1703040.47561442,1703040.47561442
14271,1704832.08103056,1704832.08103056,1704832.08103056
14281,1706624.31426515,1706624.31426515,1706624.31426515
14291,1708417.17509834,1708417.17509834,1708417.17509834
14301,1710210.66331052,1710210.66331052,1710210.66331052
14311,1712004.77868229,1712004.77868229,1712004.77868229
14321,1713799.52099451,1713799.52099451,1713799.52099451
14331,1715594.89002824,1715594.89002824,1715594.89002824
14341,1717390.88556479,1717390.88556479,1717390.88556479
14351,1719187.50738568,1719187.50738568,1719187.50738568
14361,1720984.75527269,1720984.75527269,1720984.75527269
14371,1722782.62900779,1722782.62900779,1722782.62900779
14381,1724581.12837321,1724581.12837321,1724581.12837321
14391,1726380.25315137,1726380.25315137,1726380.25315137
14401,1728180.00312496,1728180.00312496,1728180.00312496
14411,1729980.37807687,1729980.37807687,1729980.37807687
14421,1731781.37779022,1731781.37779022,1731781.37779022
14431,1733583.00204836,1733583.00204836,1733583.00204836
14441,1735385.25063486,1735385.25063486,1735385.25063486
14451,1737188.12333351,1737188.12333351,1737188.12333351
14461,1738991.61992834,1738991.61992834,1738991.61992834
14471,1740795.7402036,1740795.7402036,1740795.7402036
14481,1742600.48394375,1742600.48394375,1742600.48394375
14491,1744405.85093349,1744405.85093349,1744405.85093349
14501,1746211.84095773,1746211.84095773,1746211.84095773
14511,1748018.45380162,1748018.45380162,1748018.45380162
14521,1749825.6892505,1749825.6892505,1749825.6892505
14531,1751633.54708997,1751633.54708997,1751633.54708997
14541,1753442.02710583,1753442.02710583,1753442.02710583
14551,1755251.1290841,1755251.1290841,1755251.1290841
14561,1757060.85281102,1757060.85281102,1757060.85281102
14571,1758871.19807307,1758871.19807307,1758871.19807307
14581,1760682.16465693,1760682.16465693,1760682.16465693
14591,1762493.75234949,1762493.75234949,1762493.75234949
14601,1764305.9609379,1764305.9609379,1764305.9609379
14611,1766118.79020948,1766118.79020948,1766118.79020948
14621,1767932.2399518,1767932.2399518,1767932.2399518
14631,1769746.30995264,1769746.30995264,1769746.30995264
14641,1771561,1771561,1771561
14651,1773376.30988208,1773376.30988208,1773376.30988208
14661,1775192.23938733,1775192.23938733,1775192.23938733
14671,1777008.78830438,1777008.78830438,1777008.78830438
14681,1778825.9564221,1778825.9564221,1778825.9564221
14691,1780643.74352957,1780643.74352957,1780643.74352957
14701,1782462.14941608,1782462.14941608,1782462.14941608
14711,1784281.17387115,1784281.17387115,1784281.17387115
14721,1786100.81668449,1786100.81668449,1786100.81668449
14731,1787921.07764605,1787921.07764605,1787921.07764605
14741,1789741.95654597,1789741.95654597,1789741.95654597
14751,1791563.45317463,1791563.45317463,1791563.45317463
14761,1793385.5673226,1793385.5673226,1793385.5673226
14771,1795208.29878067,1795208.29878067,1795208.29878067
14781,1797031.64733986,1797031.64733986,1797031.64733986
14791,1798855.61279137,1798855.61279137,1798855.61279137
14801,1800680.19492663,1800680.19492663,1800680.19492663
14811,1802505.39353728,1802505.39353728,1802505.39353728
14821,1804331.20841518,1804331.20841518,1804331.20841518
14831,1806157.63935239,1806157.63935239,1806157.63935239
14841,1807984.68614117,1807984.68614117,1807984.68614117
14851,1809812.34857402,1809812.34857402,1809812.34857402
14861,1811640.62644361,1811640.62644361,1811640.62644361
14871,1813469.51954286,1813469.51954286,1813469.51954286
14881,1815299.02766486,1815299.02766486,1815299.02766486
14891,1817129.15060295,1817129.15060295,1817129.15060295
14901,1818959.88815064,1818959.88815064,1818959.88815064
14911,1820791.24010168,1820791.24010168,1820791.24010168
14921,1822623.20624999,1822623.20624999,1822623.20624999
14931,1824455.78638974,1824455.78638974,1824455.78638974
14941,1826288.98031527,1826288.98031527,1826288.98031527
14951,1828122.78782116,1828122.78782116,1828122.78782116
14961,1829957.20870216,1829957.20870216,1829957.20870216
14971,1831792.24275325,1831792.24275325,1831792.24275325
14981,1833627.88976962,1833627.88976962,1833627.88976962
14991,1835464.14954665,1835464.14954665,1835464.14954665
15001,1837301.02187992,1837301.02187992,1837301.02187992
15011,1839138.50656523,1839138.50656523,1839138.50656523
15021,1840976.60339859,1840976.60339859,1840976.60339859
15031,1842815.31217618,1842815.31217618,1842815.31217618
15041,1844654.63269442,1844654.63269442,1844654.63269442
15051,1846494.56474992,1846494.56474992,1846494.56474992
15061,1848335.10813948,1848335.10813948,1848335.10813948
15071,1850176.26266013,1850176.26266013,1850176.26266013
15081,1852018.02810907,1852018.02810907,1852018.02810907
15091,1853860.40428372,1853860.40428372,1853860.40428372
15101,1855703.39098171,1855703.39098171,1855703.39098171
15111,1857546.98800084,1857546.98800084,1857546.98800084
15121,1859391.19513915,1859391.19513915,1859391.19513915
15131,1861236.01219485,1861236.01219485,1861236.01219485
15141,1863081.43896637,1863081.43896637,1863081.43896637
15151,1864927.47525232,1864927.47525232,1864927.47525232
15161,1866774.12085153,1866774.12085153,1866774.12085153
15171,1868621.37556301,1868621.37556301,1868621.37556301
15181,1870469.23918599,1870469.23918599,1870469.23918599
15191,1872317.71151987,1872317.71151987,1872317.71151987
15201,1874166.79236428,1874166.79236428,1874166.79236428
15211,1876016.48151902,1876016.48151902,1876016.48151902
15221,1877866.77878411,1877866.77878411,1877866.77878411
15231,1879717.68395975,1879717.68395975,1879717.68395975
15241,1881569.19684634,1881569.19684634,1881569.19684634
15251,1883421.3172445,1883421.3172445,1883421.3172445
15261,1885274.044955,1885274.044955,1885274.044955
15271,1887127.37977885,1887127.37977885,1887127.37977885
15281,1888981.32151723,1888981.32151723,1888981.32151723
15291,1890835.86997153,1890835.86997153,1890835.86997153
15301,1892691.02494332,1892691.02494332,1892691.02494332
15311,1894546.78623438,1894546.78623438,1894546.78623438
15321,1896403.15364666,1896403.15364666,1896403.15364666
15331,1898260.12698234,1898260.12698234,1898260.12698234
15341,1900117.70604376,1900117.70604376,1900117.70604376
15351,1901975.89063347,1901975.89063347,1901975.89063347
15361,1903834.68055422,1903834.68055422,1903834.68055422
15371,1905694.07560894,1905694.07560894,1905694.07560894
15381,1907554.07560074,1907554.07560074,1907554.07560074
15391,1909414.68033295,1909414.68033295,1909414.68033295
15401,1911275.88960909,1911275.88960909,1911275.88960909
15411,1913137.70323283,1913137.70323283,1913137.70323283
15421,1915000.12100809,1915000.12100809,1915000.12100809
15431,1916863.14273894,1916863.14273894,1916863.14273894
15441,1918726.76822965,1918726.76822965,1918726.76822965
15451,1920590.99728469,1920590.99728469,1920590.99728469
15461,1922455.82970871,1922455.82970871,1922455.82970871
15471,1924321.26530655,1924321.26530655,1924321.26530655
15481,1926187.30388324,1926187.30388324,1926187.30388324
15491,1928053.94524401,1928053.94524401,1928053.94524401
15501,1929921.18919426,1929921.18919426,1929921.18919426
15511,1931789.0355396,1931789.0355396,1931789.0355396
15521,1933657.48408579,1933657.48408579,1933657.48408579
15531,1935526.53463883,1935526.53463883,1935526.53463883
15541,1937396.18700487,1937396.18700487,1937396.18700487
15551,1939266.44099025,1939266.44099025,1939266.44099025
15561,1941137.29640152,1941137.29640152,1941137.29640152
15571,1943008.75304539,1943008.75304539,1943008.75304539
15581,1944880.81072877,1944880.81072877,1944880.81072877
15591,1946753.46925876,1946753.46925876,1946753.46925876
15601,1948626.72844262,1948626.72844262,1948626.72844262
15611,1950500.58808784,1950500.58808784,1950500.58808784
15621,1952375.04800205,1952375.04800205,1952375.04800205
15631,1954250.10799309,1954250.10799309,1954250.10799309
15641,1956125.76786898,1956125.76786898,1956125.76786898
15651,1958002.02743792,1958002.02743792,1958002.02743792
15661,1959878.8865083,1959878.8865083,1959878.8865083
15671,1961756.34488868,1961756.34488868,1961756.34488868
15681,1963634.40238783,1963634.40238783,1963634.40238783
15691,1965513.05881467,1965513.05881467,1965513.05881467
15701,1967392.31397833,1967392.31397833,1967392.31397833
15711,1969272.1676881,1969272.1676881,1969272.1676881
15721,1971152.61975348,1971152.61975348,1971152.61975348
15731,1973033.66998412,1973033.66998412,1973033.66998412
15741,1974915.31818987,1974915.31818987,1974915.31818987
15751,1976797.56418076,1976797.56418076,1976797.56418076
15761,1978680.407767,1978680.407767,1978680.407767
15771,1980563.84875898,1980563.84875898,1980563.84875898
15781,1982447.88696727,1982447.88696727,1982447.88696727
15791,1984332.52220262,1984332.52220262,1984332.52220262
15801,1986217.75427595,1986217.75427595,1986217.75427595
15811,1988103.58299838,1988103.58299838,1988103.58299838
15821,1989990.0081812,1989990.0081812,1989990.0081812
15831,1991877.02963587,1991877.02963587,1991877.02963587
15841,1993764.64717403,1993764.64717403,1993764.64717403
15851,1995652.86060753,1995652.86060753,1995652.86060753
15861,1997541.66974834,1997541.66974834,1997541.66974834
15871,1999431.07440867,1999431.07440867,1999431.07440867
15881,2001321.07440086,2001321.07440086,2001321.07440086
15891,2003211.66953745,2003211.66953745,2003211.66953745
15901,2005102.85963115,2005102.85963115,2005102.85963115
15911,2006994.64449485,2006994.64449485,2006994.64449485
15921,2008887.02394162,2008887.02394162,2008887.02394162
15931,2010779.99778469,2010779.99778469,2010779.99778469
15941,2012673.56583749,2012673.56583749,2012673.56583749
15951,2014567.72791361,2014567.72791361,2014567.72791361
15961,2016462.48382681,2016462.48382681,2016462.48382681
15971,2018357.83339105,2018357.83339105,2018357.83339105
15981,2020253.77642043,2020253.77642043,2020253.77642043
15991,2022150.31272925,2022150.31272925,2022150.31272925
16001,2024047.44213198,2024047.44213198,2024047.44213198
16011,2025945.16444325,2025945.16444325,2025945.16444325
16021,2027843.47947789,2027843.47947789,2027843.47947789
16031,2029742.38705088,2029742.38705088,2029742.38705088
16041,2031641.88697738,2031641.88697738,2031641.88697738
16051,2033541.97907272,2033541.97907272,2033541.97907272
16061,2035442.66315242,2035442.66315242,2035442.66315242
16071,2037343.93903214,2037343.93903214,2037343.93903214
16081,2039245.80652775,2039245.80652775,2039245.80652775
16091,2041148.26545526,2041148.26545526,2041148.26545526
16101,2043051.31563086,2043051.31563086,2043051.31563086
16111,2044954.95687093,2044954.95687093,2044954.95687093
16121,2046859.188992,2046859.188992,2046859.188992
16131,2048764.01181078,2048764.01181078,2048764.01181078
16141,2050669.42514414,2050669.42514414,2050669.42514414
16151,2052575.42880913,2052575.42880913,2052575.42880913
16161,2054482.02262298,2054482.02262298,2054482.02262298
16171,2056389.20640306,2056389.20640306,2056389.20640306
16181,2058296.97996693,2058296.97996693,2058296.97996693
16191,2060205.34313233,2060205.34313233,2060205.34313233
16201,2062114.29571714,2062114.29571714,2062114.29571714
16211,2064023.83753943,2064023.83753943,2064023.83753943
16221,2065933.96841743,2065933.96841743,2065933.96841743
16231,2067844.68816954,2067844.68816954,2067844.68816954
16241,2069755.99661434,2069755.99661434,2069755.99661434
16251,2071667.89357054,2071667.89357054,2071667.89357054
16261,2073580.37885706,2073580.37885706,2073580.37885706
16271,2075493.45229297,2075493.45229297,2075493.45229297
16281,2077407.11369751,2077407.11369751,2077407.11369751
16291,2079321.36289007,2079321.36289007,2079321.36289007
16301,2081236.19969022,2081236.19969022,2081236.19969022
16311,2083151.62391771,2083151.62391771,2083151.62391771
16321,2085067.63539244,2085067.63539244,2085067.63539244
16331,2086984.23393446,2086984.23393446,2086984.23393446
16341,2088901.41936402,2088901.41936402,2088901.41936402
16351,2090819.1915015,2090819.1915015,2090819.1915015
16361,2092737.55016748,2092737.55016748,2092737.55016748
16371,2094656.49518268,2094656.49518268,2094656.49518268
16381,2096576.02636799,2096576.02636799,2096576.02636799
16391,2098496.14354447,2098496.14354447,2098496.14354447
16401,2100416.84653333,2100416.84653333,2100416.84653333
16411,2102338.13515595,2102338.13515595,2102338.13515595
16421,2104260.00923389,2104260.00923389,2104260.00923389
16431,2106182.46858884,2106182.46858884,2106182.46858884
16441,2108105.51304269,2108105.51304269,2108105.51304269
16451,2110029.14241747,2110029.14241747,2110029.14241747
16461,2111953.35653537,2111953.35653537,2111953.35653537
16471,2113878.15521874,2113878.15521874,2113878.15521874
16481,2115803.53829012,2115803.53829012,2115803.53829012
16491,2117729.50557218,2117729.50557218,2117729.50557218
16501,2119656.05688777,2119656.05688777,2119656.05688777
16511,2121583.19205988,2121583.19205988,2121583.19205988
16521,2123510.91091169,2123510.91091169,2123510.91091169
16531,2125439.21326652,2125439.21326652,2125439.21326652
16541,2127368.09894785,2127368.09894785,2127368.09894785
16551,2129297.56777934,2129297.56777934,2129297.56777934
16561,2131227.61958478,2131227.61958478,2131227.61958478
16571,2133158.25418814,2133158.25418814,2133158.25418814
16581,2135089.47141355,2135089.47141355,2135089.47141355
16591,2137021.27108529,2137021.27108529,2137021.27108529
16601,2138953.65302781,2138953.65302781,2138953.65302781
16611,2140886.6170657,2140886.6170657,2140886.6170657
16621,2142820.16302372,2142820.16302372,2142820.16302372
16631,2144754.2907268,2144754.2907268,2144754.2907268
16641,2146689,2146689,2146689
16651,2148624.29066857,2148624.29066857,2148624.29066857
16661,2150560.16255789,2150560.16255789,2150560.16255789
